WC-1930,group stage,Argentina,Group 1,1,3,3,0,0,10,4,6,6
WC-1930,group stage,Chile,Group 1,2,3,2,0,1,5,3,2,4
WC-1930,group stage,France,Group 1,3,3,1,0,2,4,3,1,2
WC-1930,group stage,Mexico,Group 1,4,3,0,0,3,4,13,-9,0
WC-1930,group stage,Yugoslavia,Group 2,1,2,2,0,0,6,1,5,4
WC-1930,group stage,Brazil,Group 2,2,2,1,0,1,5,2,3,2
WC-1930,group stage,Bolivia,Group 2,3,2,0,0,2,0,8,-8,0
WC-1930,group stage,Uruguay,Group 3,1,2,2,0,0,5,0,5,4
WC-1930,group stage,Romania,Group 3,2,2,1,0,1,3,5,-2,2
WC-1930,group stage,Peru,Group 3,3,2,0,0,2,1,4,-3,0
WC-1930,group stage,United States,Group 4,1,2,2,0,0,6,0,6,4
WC-1930,group stage,Paraguay,Group 4,2,2,1,0,1,1,3,-2,2
WC-1930,group stage,Belgium,Group 4,3,2,0,0,2,0,4,-4,0
WC-1950,first round,Brazil,Group 1,1,3,2,1,0,8,2,6,5
WC-1950,first round,Yugoslavia,Group 1,2,3,2,0,1,7,3,4,4
WC-1950,first round,Switzerland,Group 1,3,3,1,1,1,4,6,-2,3
WC-1950,first round,Mexico,Group 1,4,3,0,0,3,2,10,-8,0
WC-1950,first round,Spain,Group 2,1,3,3,0,0,6,1,5,6
WC-1950,first round,England,Group 2,2,3,1,0,2,2,2,0,2
WC-1950,first round,Chile,Group 2,3,3,1,0,2,5,6,-1,2
WC-1950,first round,United States,Group 2,4,3,1,0,2,4,8,-4,2
WC-1950,first round,Sweden,Group 3,1,2,1,1,0,5,4,1,3
WC-1950,first round,Italy,Group 3,2,2,1,0,1,4,3,1,2
WC-1950,first round,Paraguay,Group 3,3,2,0,1,1,2,4,-2,1
WC-1950,first round,Uruguay,Group 4,1,1,1,0,0,8,0,8,2
WC-1950,first round,Bolivia,Group 4,2,1,0,0,1,0,8,-8,0
WC-1950,final round,Uruguay,Group 1,1,3,2,1,0,7,5,2,5
WC-1950,final round,Brazil,Group 1,2,3,2,0,1,14,4,10,4
WC-1950,final round,Sweden,Group 1,3,3,1,0,2,6,11,-5,2
WC-1950,final round,Spain,Group 1,4,3,0,1,2,4,11,-7,1
WC-1954,group stage,Brazil,Group 1,1,2,1,1,0,6,1,5,3
WC-1954,group stage,Yugoslavia,Group 1,2,2,1,1,0,2,1,1,3
WC-1954,group stage,France,Group 1,3,2,1,0,1,3,3,0,2
WC-1954,group stage,Mexico,Group 1,4,2,0,0,2,2,8,-6,0
WC-1954,group stage,Hungary,Group 2,1,2,2,0,0,17,3,14,4
WC-1954,group stage,West Germany,Group 2,2,2,1,0,1,7,9,-2,2
WC-1954,group stage,Turkey,Group 2,3,2,1,0,1,8,4,4,2
WC-1954,group stage,South Korea,Group 2,4,2,0,0,2,0,16,-16,0
WC-1954,group stage,Uruguay,Group 3,1,2,2,0,0,9,0,9,4
WC-1954,group stage,Austria,Group 3,2,2,2,0,0,6,0,6,4
WC-1954,group stage,Czechoslovakia,Group 3,3,2,0,0,2,0,7,-7,0
WC-1954,group stage,Scotland,Group 3,4,2,0,0,2,0,8,-8,0
WC-1954,group stage,England,Group 4,1,2,1,1,0,6,4,2,3
WC-1954,group stage,Switzerland,Group 4,2,2,1,0,1,2,3,-1,2
WC-1954,group stage,Italy,Group 4,3,2,1,0,1,5,3,2,2
WC-1954,group stage,Belgium,Group 4,4,2,0,1,1,5,8,-3,1
WC-1958,group stage,West Germany,Group 1,1,3,1,2,0,7,5,2,4
WC-1958,group stage,Northern Ireland,Group 1,2,3,1,1,1,4,5,-1,3
WC-1958,group stage,Czechoslovakia,Group 1,3,3,1,1,1,8,4,4,3
WC-1958,group stage,Argentina,Group 1,4,3,1,0,2,5,10,-5,2
WC-1958,group stage,France,Group 2,1,3,2,0,1,11,7,4,4
WC-1958,group stage,Yugoslavia,Group 2,2,3,1,2,0,7,6,1,4
WC-1958,group stage,Paraguay,Group 2,3,3,1,1,1,9,12,-3,3
WC-1958,group stage,Scotland,Group 2,4,3,0,1,2,4,6,-2,1
WC-1958,group stage,Sweden,Group 3,1,3,2,1,0,5,1,4,5
WC-1958,group stage,Wales,Group 3,2,3,0,3,0,2,2,0,3
WC-1958,group stage,Hungary,Group 3,3,3,1,1,1,6,3,3,3
WC-1958,group stage,Mexico,Group 3,4,3,0,1,2,1,8,-7,1
WC-1958,group stage,Brazil,Group 4,1,3,2,1,0,5,0,5,5
WC-1958,group stage,Soviet Union,Group 4,2,3,1,1,1,4,4,0,3
WC-1958,group stage,England,Group 4,3,3,0,3,0,4,4,0,3
WC-1958,group stage,Austria,Group 4,4,3,0,1,2,2,7,-5,1
WC-1962,group stage,Soviet Union,Group 1,1,3,2,1,0,8,5,3,5
WC-1962,group stage,Yugoslavia,Group 1,2,3,2,0,1,8,3,5,4
WC-1962,group stage,Uruguay,Group 1,3,3,1,0,2,4,6,-2,2
WC-1962,group stage,Colombia,Group 1,4,3,0,1,2,5,11,-6,1
WC-1962,group stage,West Germany,Group 2,1,3,2,1,0,4,1,3,5
WC-1962,group stage,Chile,Group 2,2,3,2,0,1,5,3,2,4
WC-1962,group stage,Italy,Group 2,3,3,1,1,1,3,2,1,3
WC-1962,group stage,Switzerland,Group 2,4,3,0,0,3,2,8,-6,0
WC-1962,group stage,Brazil,Group 3,1,3,2,1,0,4,1,3,5
WC-1962,group stage,Czechoslovakia,Group 3,2,3,1,1,1,2,3,-1,3
WC-1962,group stage,Mexico,Group 3,3,3,1,0,2,3,4,-1,2
WC-1962,group stage,Spain,Group 3,4,3,1,0,2,2,3,-1,2
WC-1962,group stage,Hungary,Group 4,1,3,2,1,0,8,2,6,5
WC-1962,group stage,England,Group 4,2,3,1,1,1,4,3,1,3
WC-1962,group stage,Argentina,Group 4,3,3,1,1,1,2,3,-1,3
WC-1962,group stage,Bulgaria,Group 4,4,3,0,1,2,1,7,-6,1
WC-1966,group stage,England,Group 1,1,3,2,1,0,4,0,4,5
WC-1966,group stage,Uruguay,Group 1,2,3,1,2,0,2,1,1,4
WC-1966,group stage,Mexico,Group 1,3,3,0,2,1,1,3,-2,2
WC-1966,group stage,France,Group 1,4,3,0,1,2,2,5,-3,1
WC-1966,group stage,West Germany,Group 2,1,3,2,1,0,7,1,6,5
WC-1966,group stage,Argentina,Group 2,2,3,2,1,0,4,1,3,5
WC-1966,group stage,Spain,Group 2,3,3,1,0,2,4,5,-1,2
WC-1966,group stage,Switzerland,Group 2,4,3,0,0,3,1,9,-8,0
WC-1966,group stage,Portugal,Group 3,1,3,3,0,0,9,2,7,6
WC-1966,group stage,Hungary,Group 3,2,3,2,0,1,7,5,2,4
WC-1966,group stage,Brazil,Group 3,3,3,1,0,2,4,6,-2,2
WC-1966,group stage,Bulgaria,Group 3,4,3,0,0,3,1,8,-7,0
WC-1966,group stage,Soviet Union,Group 4,1,3,3,0,0,6,1,5,6
WC-1966,group stage,North Korea,Group 4,2,3,1,1,1,2,4,-2,3
WC-1966,group stage,Italy,Group 4,3,3,1,0,2,2,2,0,2
WC-1966,group stage,Chile,Group 4,4,3,0,1,2,2,5,-3,1
WC-1970,group stage,Soviet Union,Group 1,1,3,2,1,0,6,1,5,5
WC-1970,group stage,Mexico,Group 1,2,3,2,1,0,5,0,5,5
WC-1970,group stage,Belgium,Group 1,3,3,1,0,2,4,5,-1,2
WC-1970,group stage,El Salvador,Group 1,4,3,0,0,3,0,9,-9,0
WC-1970,group stage,Italy,Group 2,1,3,1,2,0,1,0,1,4
WC-1970,group stage,Uruguay,Group 2,2,3,1,1,1,2,1,1,3
WC-1970,group stage,Sweden,Group 2,3,3,1,1,1,2,2,0,3
WC-1970,group stage,Israel,Group 2,4,3,0,2,1,1,3,-2,2
WC-1970,group stage,Brazil,Group 3,1,3,3,0,0,8,3,5,6
WC-1970,group stage,England,Group 3,2,3,2,0,1,2,1,1,4
WC-1970,group stage,Romania,Group 3,3,3,1,0,2,4,5,-1,2
WC-1970,group stage,Czechoslovakia,Group 3,4,3,0,0,3,2,7,-5,0
WC-1970,group stage,West Germany,Group 4,1,3,3,0,0,10,4,6,6
WC-1970,group stage,Peru,Group 4,2,3,2,0,1,7,5,2,4
WC-1970,group stage,Bulgaria,Group 4,3,3,0,1,2,5,9,-4,1
WC-1970,group stage,Morocco,Group 4,4,3,0,1,2,2,6,-4,1
WC-1974,first group stage,East Germany,Group 1,1,3,2,1,0,4,1,3,5
WC-1974,first group stage,West Germany,Group 1,2,3,2,0,1,4,1,3,4
WC-1974,first group stage,Chile,Group 1,3,3,0,2,1,1,2,-1,2
WC-1974,first group stage,Australia,Group 1,4,3,0,1,2,0,5,-5,1
WC-1974,first group stage,Yugoslavia,Group 2,1,3,1,2,0,10,1,9,4
WC-1974,first group stage,Brazil,Group 2,2,3,1,2,0,3,0,3,4
WC-1974,first group stage,Scotland,Group 2,3,3,1,2,0,3,1,2,4
WC-1974,first group stage,Zaire,Group 2,4,3,0,0,3,0,14,-14,0
WC-1974,first group stage,Netherlands,Group 3,1,3,2,1,0,6,1,5,5
WC-1974,first group stage,Sweden,Group 3,2,3,1,2,0,3,0,3,4
WC-1974,first group stage,Bulgaria,Group 3,3,3,0,2,1,2,5,-3,2
WC-1974,first group stage,Uruguay,Group 3,4,3,0,1,2,1,6,-5,1
WC-1974,first group stage,Poland,Group 4,1,3,3,0,0,12,3,9,6
WC-1974,first group stage,Argentina,Group 4,2,3,1,1,1,7,5,2,3
WC-1974,first group stage,Italy,Group 4,3,3,1,1,1,5,4,1,3
WC-1974,first group stage,Haiti,Group 4,4,3,0,0,3,2,14,-12,0
WC-1974,second group stage,Netherlands,Group A,1,3,3,0,0,8,0,8,6
WC-1974,second group stage,Brazil,Group A,2,3,2,0,1,3,3,0,4
WC-1974,second group stage,East Germany,Group A,3,3,0,1,2,1,4,-3,1
WC-1974,second group stage,Argentina,Group A,4,3,0,1,2,2,7,-5,1
WC-1974,second group stage,West Germany,Group B,1,3,3,0,0,7,2,5,6
WC-1974,second group stage,Poland,Group B,2,3,2,0,1,3,2,1,4
WC-1974,second group stage,Sweden,Group B,3,3,1,0,2,4,6,-2,2
WC-1974,second group stage,Yugoslavia,Group B,4,3,0,0,3,2,6,-4,0
WC-1978,first group stage,Italy,Group 1,1,3,3,0,0,6,2,4,6
WC-1978,first group stage,Argentina,Group 1,2,3,2,0,1,4,3,1,4
WC-1978,first group stage,France,Group 1,3,3,1,0,2,5,5,0,2
WC-1978,first group stage,Hungary,Group 1,4,3,0,0,3,3,8,-5,0
WC-1978,first group stage,Poland,Group 2,1,3,2,1,0,4,1,3,5
WC-1978,first group stage,West Germany,Group 2,2,3,1,2,0,6,0,6,4
WC-1978,first group stage,Tunisia,Group 2,3,3,1,1,1,3,2,1,3
WC-1978,first group stage,Mexico,Group 2,4,3,0,0,3,2,12,-10,0
WC-1978,first group stage,Austria,Group 3,1,3,2,0,1,3,2,1,4
WC-1978,first group stage,Brazil,Group 3,2,3,1,2,0,2,1,1,4
WC-1978,first group stage,Spain,Group 3,3,3,1,1,1,2,2,0,3
WC-1978,first group stage,Sweden,Group 3,4,3,0,1,2,1,3,-2,1
WC-1978,first group stage,Peru,Group 4,1,3,2,1,0,7,2,5,5
WC-1978,first group stage,Netherlands,Group 4,2,3,1,1,1,5,3,2,3
WC-1978,first group stage,Scotland,Group 4,3,3,1,1,1,5,6,-1,3
WC-1978,first group stage,Iran,Group 4,4,3,0,1,2,2,8,-6,1
WC-1978,second group stage,Netherlands,Group A,1,3,2,1,0,9,4,5,5
WC-1978,second group stage,Italy,Group A,2,3,1,1,1,2,2,0,3
WC-1978,second group stage,West Germany,Group A,3,3,0,2,1,4,5,-1,2
WC-1978,second group stage,Austria,Group A,4,3,1,0,2,4,8,-4,2
WC-1978,second group stage,Argentina,Group B,1,3,2,1,0,8,0,8,5
WC-1978,second group stage,Brazil,Group B,2,3,2,1,0,6,1,5,5
WC-1978,second group stage,Poland,Group B,3,3,1,0,2,2,5,-3,2
WC-1978,second group stage,Peru,Group B,4,3,0,0,3,0,10,-10,0
WC-1982,first group stage,Poland,Group 1,1,3,1,2,0,5,1,4,4
WC-1982,first group stage,Italy,Group 1,2,3,0,3,0,2,2,0,3
WC-1982,first group stage,Cameroon,Group 1,3,3,0,3,0,1,1,0,3
WC-1982,first group stage,Peru,Group 1,4,3,0,2,1,2,6,-4,2
WC-1982,first group stage,West Germany,Group 2,1,3,2,0,1,6,3,3,4
WC-1982,first group stage,Austria,Group 2,2,3,2,0,1,3,1,2,4
WC-1982,first group stage,Algeria,Group 2,3,3,2,0,1,5,5,0,4
WC-1982,first group stage,Chile,Group 2,4,3,0,0,3,3,8,-5,0
WC-1982,first group stage,Belgium,Group 3,1,3,2,1,0,3,1,2,5
WC-1982,first group stage,Argentina,Group 3,2,3,2,0,1,6,2,4,4
WC-1982,first group stage,Hungary,Group 3,3,3,1,1,1,12,6,6,3
WC-1982,first group stage,El Salvador,Group 3,4,3,0,0,3,1,13,-12,0
WC-1982,first group stage,England,Group 4,1,3,3,0,0,6,1,5,6
WC-1982,first group stage,France,Group 4,2,3,1,1,1,6,5,1,3
WC-1982,first group stage,Czechoslovakia,Group 4,3,3,0,2,1,2,4,-2,2
WC-1982,first group stage,Kuwait,Group 4,4,3,0,1,2,2,6,-4,1
WC-1982,first group stage,Northern Ireland,Group 5,1,3,1,2,0,2,1,1,4
WC-1982,first group stage,Spain,Group 5,2,3,1,1,1,3,3,0,3
WC-1982,first group stage,Yugoslavia,Group 5,3,3,1,1,1,2,2,0,3
WC-1982,first group stage,Honduras,Group 5,4,3,0,2,1,2,3,-1,2
WC-1982,first group stage,Brazil,Group 6,1,3,3,0,0,10,2,8,6
WC-1982,first group stage,Soviet Union,Group 6,2,3,1,1,1,6,4,2,3
WC-1982,first group stage,Scotland,Group 6,3,3,1,1,1,8,8,0,3
WC-1982,first group stage,New Zealand,Group 6,4,3,0,0,3,2,12,-10,0
WC-1982,second group stage,Poland,Group A,1,2,1,1,0,3,0,3,3
WC-1982,second group stage,Soviet Union,Group A,2,2,1,1,0,1,0,1,3
WC-1982,second group stage,Belgium,Group A,3,2,0,0,2,0,4,-4,0
WC-1982,second group stage,West Germany,Group B,1,2,1,1,0,2,1,1,3
WC-1982,second group stage,England,Group B,2,2,0,2,0,0,0,0,2
WC-1982,second group stage,Spain,Group B,3,2,0,1,1,1,2,-1,1
WC-1982,second group stage,Italy,Group C,1,2,2,0,0,5,3,2,4
WC-1982,second group stage,Brazil,Group C,2,2,1,0,1,5,4,1,2
WC-1982,second group stage,Argentina,Group C,3,2,0,0,2,2,5,-3,0
WC-1982,second group stage,France,Group D,1,2,2,0,0,5,1,4,4
WC-1982,second group stage,Austria,Group D,2,2,0,1,1,2,3,-1,1
WC-1982,second group stage,Northern Ireland,Group D,3,2,0,1,1,3,6,-3,1
WC-1986,group stage,Argentina,Group A,1,3,2,1,0,6,2,4,5
WC-1986,group stage,Italy,Group A,2,3,1,2,0,5,4,1,4
WC-1986,group stage,Bulgaria,Group A,3,3,0,2,1,2,4,-2,2
WC-1986,group stage,South Korea,Group A,4,3,0,1,2,4,7,-3,1
WC-1986,group stage,Mexico,Group B,1,3,2,1,0,4,2,2,5
WC-1986,group stage,Paraguay,Group B,2,3,1,2,0,4,3,1,4
WC-1986,group stage,Belgium,Group B,3,3,1,1,1,5,5,0,3
WC-1986,group stage,Iraq,Group B,4,3,0,0,3,1,4,-3,0
WC-1986,group stage,Soviet Union,Group C,1,3,2,1,0,9,1,8,5
WC-1986,group stage,France,Group C,2,3,2,1,0,5,1,4,5
WC-1986,group stage,Hungary,Group C,3,3,1,0,2,2,9,-7,2
WC-1986,group stage,Canada,Group C,4,3,0,0,3,0,5,-5,0
WC-1986,group stage,Brazil,Group D,1,3,3,0,0,5,0,5,6
WC-1986,group stage,Spain,Group D,2,3,2,0,1,5,2,3,4
WC-1986,group stage,Northern Ireland,Group D,3,3,0,1,2,2,6,-4,1
WC-1986,group stage,Algeria,Group D,4,3,0,1,2,1,5,-4,1
WC-1986,group stage,Denmark,Group E,1,3,3,0,0,9,1,8,6
WC-1986,group stage,West Germany,Group E,2,3,1,1,1,3,4,-1,3
WC-1986,group stage,Uruguay,Group E,3,3,0,2,1,2,7,-5,2
WC-1986,group stage,Scotland,Group E,4,3,0,1,2,1,3,-2,1
WC-1986,group stage,Morocco,Group F,1,3,1,2,0,3,1,2,4
WC-1986,group stage,England,Group F,2,3,1,1,1,3,1,2,3
WC-1986,group stage,Poland,Group F,3,3,1,1,1,1,3,-2,3
WC-1986,group stage,Portugal,Group F,4,3,1,0,2,2,4,-2,2
WC-1990,group stage,Italy,Group A,1,3,3,0,0,4,0,4,6
WC-1990,group stage,Czechoslovakia,Group A,2,3,2,0,1,6,3,3,4
WC-1990,group stage,Austria,Group A,3,3,1,0,2,2,3,-1,2
WC-1990,group stage,United States,Group A,4,3,0,0,3,2,8,-6,0
WC-1990,group stage,Cameroon,Group B,1,3,2,0,1,3,5,-2,4
WC-1990,group stage,Romania,Group B,2,3,1,1,1,4,3,1,3
